OTU	barcode01.k2.0.1.gtdb.report	barcode02.k2.0.1.gtdb.report	barcode03.k2.0.1.gtdb.report	barcode04.k2.0.1.gtdb.report	barcode05.k2.0.1.gtdb.report	barcode06.k2.0.1.gtdb.report	barcode07.k2.0.1.gtdb.report	barcode08.k2.0.1.gtdb.report	barcode09.k2.0.1.gtdb.report	barcode10.k2.0.1.gtdb.report	barcode11.k2.0.1.gtdb.report	barcode12.k2.0.1.gtdb.report	barcode13.k2.0.1.gtdb.report	barcode14.k2.0.1.gtdb.report	barcode15.k2.0.1.gtdb.report	barcode16.k2.0.1.gtdb.report	barcode17.k2.0.1.gtdb.report	barcode18.k2.0.1.gtdb.report	barcode19.k2.0.1.gtdb.report	barcode20.k2.0.1.gtdb.report	barcode21.k2.0.1.gtdb.report	barcode22.k2.0.1.gtdb.report	barcode23.k2.0.1.gtdb.report	barcode24.k2.0.1.gtdb.report
OTU228	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU229	26	10	29	5	7	318	2	19	57	8	11	106	9	4	62	7	2	92	9	12	23	5	0	0
OTU230	10	8	16	0	3	167	5	10	42	5	7	46	6	6	41	4	1	32	5	6	27	3	0	0
OTU231	3	0	2	0	0	65	2	2	10	3	2	31	0	1	9	1	0	20	4	3	5	0	0	0
OTU232	1	1	3	1	0	23	0	2	5	0	2	5	3	2	12	1	1	22	2	0	3	0	0	0
OTU233	13	16	31	6	9	25	4	11	48	4	11	22	10	5	21	10	6	12	14	31	14	4	0	0
OTU234	15	11	16	2	2	9	4	6	19	3	5	7	3	4	11	5	2	7	5	17	10	3	0	0
OTU235	2	4	6	0	0	9	0	6	8	3	4	2	5	3	6	4	0	4	5	5	4	4	0	0
OTU236	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1	1	0	1	1	3	2	1	0	0
OTU237	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU238	16	10	29	6	6	506	6	25	134	8	8	122	13	6	93	11	6	15	24	41	74	11	1	1
OTU239	2	0	1	1	0	22	0	0	7	1	1	2	0	1	2	0	0	3	1	0	3	1	0	0
OTU240	1	0	0	0	0	4	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
OTU241	9	8	23	1	8	13	8	10	9	17	24	1	8	1	18	14	1	16	7	15	12	27	0	0
OTU242	6	4	1	0	2	1	2	6	1	12	11	0	2	6	7	7	3	8	6	3	4	30	0	0
OTU243	2	3	3	0	4	3	4	2	1	4	1	1	0	2	3	2	1	2	1	8	2	12	0	0
OTU244	1	3	2	0	5	2	0	1	4	0	2	1	0	1	1	4	0	0	1	0	1	4	0	0
OTU245	7	7	5	2	7	14	6	6	3	26	16	3	31	11	6	12	2	7	8	16	3	21	0	0
OTU246	11	8	12	2	10	27	6	9	4	38	6	7	34	9	11	11	2	11	15	16	6	15	0	0
OTU247	2	1	0	0	1	4	0	3	1	1	1	5	1	0	6	4	2	4	0	2	2	0	0	0
OTU248	11	7	32	5	19	30	19	20	24	29	33	24	8	9	18	14	11	22	6	21	10	25	0	0
OTU249	2	0	0	0	0	7	1	2	0	0	1	1	3	2	1	5	0	2	1	0	2	3	0	0
OTU250	1	2	0	0	1	5	2	0	1	0	0	8	1	0	1	0	0	2	0	0	2	1	0	0
OTU251	5	5	9	2	6	15	2	4	8	6	8	16	2	2	4	12	9	9	6	5	7	2	0	0
OTU252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU253	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0
OTU254	1	0	3	0	1	6	1	8	2	3	1	15	0	2	0	0	1	1	1	3	0	2	0	0
OTU255	3	0	3	3	4	72	0	3	54	1	2	38	7	0	55	2	0	56	8	3	31	21	0	0
OTU256	2	1	3	0	0	4	1	1	3	0	2	1	2	1	2	3	1	2	4	2	2	4	0	0
OTU257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU258	1	7	8	1	8	401	4	21	288	4	4	318	15	7	205	12	6	187	16	21	240	73	0	0
OTU259	1	0	0	0	0	11	1	1	6	0	0	6	0	0	3	0	0	9	2	0	2	0	0	0
OTU260	8	8	21	3	8	38	4	20	17	25	15	9	5	10	27	23	7	21	8	19	15	9	0	0
OTU261	6	3	10	0	5	85	2	13	26	3	9	40	3	1	33	2	3	20	6	6	10	6	0	0
OTU262	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0
OTU263	1	2	1	0	1	44	0	0	20	2	0	6	3	0	13	1	1	12	2	3	3	0	0	0
OTU264	3	2	2	0	0	5	1	1	2	0	0	0	0	0	3	1	0	2	2	1	1	1	0	0
OTU265	3	0	3	0	0	4	0	1	1	0	1	2	1	1	2	0	0	2	0	0	0	0	0	0
OTU266	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU267	1	1	1	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0
OTU268	3	0	6	2	0	7	0	2	4	1	1	0	4	2	5	1	1	0	1	5	2	1	0	0
OTU269	2	1	4	0	1	5	0	1	0	1	0	1	0	1	1	2	0	2	2	1	2	0	0	0
OTU270	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU271	3	4	3	0	1	3	6	20	4	4	5	2	0	2	3	2	1	6	7	5	3	8	0	0
OTU272	1	3	1	0	1	1	2	9	3	2	0	0	0	1	5	1	0	3	2	1	1	6	0	0
OTU273	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU274	1	1	0	0	0	1	0	3	0	2	1	0	0	0	0	0	2	2	0	1	1	0	0	0
OTU275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU276	4	1	2	1	1	9	0	2	2	2	2	0	0	0	3	0	1	0	0	2	3	1	0	0
OTU277	2	2	1	1	0	4	1	2	0	5	8	1	0	1	7	9	1	2	1	2	2	1	0	0
OTU278	1	0	1	0	1	8	0	1	2	0	2	15	0	0	2	3	1	3	0	1	0	1	1	0
OTU279	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU280	1	0	1	0	2	4	1	1	2	1	1	1	0	0	1	0	3	1	1	2	1	2	0	0
OTU281	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU282	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU283	4	1	0	1	2	13	1	3	8	2	4	2	2	0	0	2	0	3	3	1	3	3	0	0
OTU284	1	2	3	0	0	3	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0
OTU285	3	0	1	1	1	1	1	0	1	0	1	2	0	0	0	3	0	1	1	0	0	0	0	0
OTU286	2	0	2	0	0	6	0	2	2	4	2	0	1	1	2	5	1	5	1	5	2	2	0	0
OTU287	1	1	4	0	3	7	1	1	3	3	1	1	1	0	5	4	0	8	2	2	1	5	0	0
OTU288	4	1	10	1	4	9	3	6	3	10	9	4	2	1	9	7	3	12	2	9	7	11	0	0
OTU289	5	4	2	0	0	1	0	1	0	0	2	2	0	0	2	0	1	0	2	1	0	2	0	0
OTU290	2	4	1	0	1	2	0	0	2	0	2	1	0	1	0	0	0	1	1	0	1	0	0	0
OTU291	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU292	4	1	15	1	4	351	3	16	84	3	4	55	5	0	14	1	1	18	2	9	9	5	0	0
OTU293	2	4	3	1	0	7	0	1	2	1	1	2	0	0	0	0	0	5	2	0	0	0	0	0
OTU294	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0
OTU295	1	1	2	0	1	10	1	4	6	3	1	2	2	2	2	4	0	2	0	5	1	3	0	0
OTU296	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU297	1	0	1	0	0	15	0	0	6	0	0	1	0	0	2	0	0	1	1	2	5	1	0	0
OTU298	2	3	172	0	0	4	0	0	2	0	0	15	2	1	11	180	51	173	9	111	46	1	0	0
OTU299	3	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0
OTU300	2	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	2	0	2	1	0	0	0
OTU301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU302	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU303	1	0	1	0	0	9	0	0	0	0	0	4	0	0	5	0	0	3	0	0	3	0	0	0
OTU304	1	0	0	0	1	10	0	0	0	0	0	2	0	0	4	0	0	5	2	0	1	0	0	0
OTU305	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU306	2	2	3	0	0	126	1	6	29	1	1	10	3	1	24	1	1	53	4	0	6	2	0	0
OTU307	2	0	1	0	0	2	1	0	2	0	0	3	1	0	1	1	0	4	0	2	1	3	0	0
OTU308	2	0	7	0	0	4	0	2	4	0	0	2	4	0	1	0	0	1	6	0	1	1	0	0
OTU309	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0
OTU310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU311	2	0	6	1	5	2	4	7	1	7	4	5	2	3	3	2	0	3	4	2	3	4	0	0
OTU312	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU313	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
OTU314	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU315	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0
OTU316	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0
OTU317	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
OTU318	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU319	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0
OTU320	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU321	1	0	4	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	0	4	0	0	0
OTU322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU323	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU324	1	0	1	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
OTU325	1	1	0	0	1	0	0	1	2	1	0	1	2	0	1	1	0	0	1	0	2	0	0	0
OTU326	1	1	0	0	0	1	2	3	0	0	1	0	0	0	0	0	0	1	5	3	0	1	0	0
OTU327	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
OTU328	1	0	0	0	1	4	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
OTU329	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU330	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU331	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0
OTU332	1	2	1	0	0	1	0	2	1	0	0	1	0	0	4	0	0	3	1	1	1	2	0	0
OTU333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU334	1201	895	805	241	456	862	380	1130	446	593	829	387	869	418	600	892	298	791	817	736	403	599	8	5
OTU335	170	132	128	58	74	115	96	191	54	94	140	51	142	75	73	159	53	100	123	115	77	105	0	1
OTU336	225	176	152	62	90	140	110	164	72	98	188	50	192	85	72	208	60	117	142	154	85	148	0	0
OTU337	43	31	27	14	22	31	19	52	8	19	45	10	39	18	13	39	21	37	30	28	15	24	0	1
OTU338	11	7	8	4	5	9	7	8	2	4	8	4	4	3	4	5	4	6	9	5	2	8	0	0
OTU339	5	4	4	2	1	3	3	2	0	2	1	0	1	2	1	5	0	2	0	2	3	4	0	0
OTU340	248	133	137	46	88	190	64	175	115	108	147	71	168	89	99	171	35	151	159	133	81	128	1	0
OTU341	36	24	24	6	10	14	5	13	9	8	13	8	24	11	9	18	6	10	15	19	11	11	0	0
OTU342	2	2	1	0	1	0	1	0	0	0	2	1	1	2	3	0	0	1	2	0	1	1	0	0
OTU343	2	2	0	0	3	5	0	4	5	2	2	3	4	1	1	2	1	3	4	4	0	7	0	0
OTU344	2	1	0	0	1	1	1	2	3	1	0	0	1	0	1	0	0	0	1	1	1	2	0	0
OTU345	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0
OTU346	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0
OTU347	1	0	3	0	0	1	1	1	1	0	2	0	1	1	1	1	0	1	1	3	0	0	0	0
OTU348	114	87	82	35	50	69	21	101	31	51	82	38	104	31	55	52	22	82	64	65	38	47	1	1
OTU349	151	114	102	26	59	72	49	165	41	58	95	26	98	47	54	82	23	75	83	69	38	68	0	1
OTU350	9	3	2	0	2	5	1	3	1	3	4	0	3	0	2	2	1	3	2	4	0	5	0	0
OTU351	6	4	3	0	2	6	2	2	1	0	3	2	3	1	2	1	0	4	3	6	1	4	0	1
OTU352	2	0	1	0	0	0	0	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
OTU353	2	3	2	0	1	3	1	6	1	4	4	4	2	0	2	1	1	1	1	4	1	4	0	0
OTU354	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	1	0	1	0	0
OTU355	1	1	4	1	1	5	1	0	1	0	1	2	0	1	0	1	1	1	2	1	0	0	0	0
OTU356	128	69	83	16	42	87	35	114	36	77	92	45	81	54	58	94	36	168	70	90	59	62	2	0
OTU357	15	2	6	2	3	9	1	7	4	9	9	11	4	5	2	8	3	16	3	5	5	7	0	0
OTU358	5	5	1	1	0	2	2	2	0	2	3	2	2	0	1	3	0	4	4	0	2	0	0	0
OTU359	4	0	5	1	3	0	0	4	0	6	3	1	0	3	2	2	0	0	1	2	2	1	0	0
OTU360	3	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	0	0	1	0	3	1	0	0
OTU361	3	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	3	0	0	2	0	0	0
OTU362	2	1	0	0	1	2	0	1	0	0	1	0	2	1	1	1	0	1	2	1	0	1	0	0
OTU363	1	1	4	0	0	0	0	1	2	2	1	0	3	1	0	1	1	1	1	2	1	2	0	0
OTU364	1	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	1	0	0	0
OTU365	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU366	1	2	0	0	0	0	0	2	0	1	1	0	2	0	2	1	0	0	0	0	2	0	0	0
OTU367	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
OTU368	49	27	30	7	14	23	9	49	15	10	21	10	16	8	17	34	5	15	25	23	8	23	0	0
OTU369	22	19	18	6	7	16	7	19	7	10	15	4	10	5	5	21	2	19	11	20	9	10	0	0
OTU370	4	1	3	1	1	1	2	6	0	1	1	4	4	0	0	4	2	0	3	6	5	3	0	0
OTU371	3	0	2	1	1	3	0	0	0	1	0	1	1	3	0	2	2	1	2	2	0	0	0	0
OTU372	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU373	51	15	18	6	7	12	7	40	9	24	36	6	12	8	12	16	7	30	7	16	13	5	0	1
OTU374	22	16	16	10	14	32	19	24	15	8	22	17	12	5	13	10	8	8	12	21	7	8	0	0
OTU375	11	7	3	2	4	16	3	5	4	2	8	2	2	0	1	3	1	0	5	4	7	4	0	0
OTU376	3	2	1	1	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0
OTU377	1	0	0	0	0	0	0	1	1	1	2	0	4	0	1	2	0	1	2	3	0	0	0	0
OTU378	17	10	15	3	3	12	4	11	6	4	11	3	8	4	9	9	8	13	9	5	1	5	1	0
OTU379	1	2	1	0	1	2	0	4	3	1	3	3	1	0	4	1	2	2	3	0	3	2	0	0
OTU380	2	0	0	0	1	4	0	2	4	2	3	0	0	0	3	1	0	0	2	1	1	1	0	0
OTU381	1	0	1	0	0	2	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0
OTU382	1	0	0	1	1	3	1	0	1	0	0	0	6	0	4	0	1	3	0	0	2	0	0	0
OTU383	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0
OTU384	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU385	2	2	1	0	1	3	3	4	1	1	2	2	2	1	0	0	0	3	3	2	0	2	1	0
OTU386	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
OTU387	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0
OTU388	1	0	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	1	1	0	0
OTU389	520	327	271	94	166	331	172	348	173	268	328	148	305	163	208	352	124	305	306	328	152	243	2	5
OTU390	177	102	95	24	55	128	65	139	60	125	117	67	149	59	86	145	37	130	170	191	74	154	0	1
OTU391	374	242	252	66	175	288	174	301	117	279	359	101	262	197	194	375	66	216	301	389	209	507	0	2
OTU392	5	7	2	2	1	6	1	1	0	7	7	2	5	1	0	2	2	3	1	2	1	4	1	0
OTU393	1	0	2	0	3	6	1	4	5	1	1	1	4	0	6	3	3	0	1	3	0	7	0	0
OTU394	1	0	2	0	0	1	0	1	1	1	3	0	1	0	1	0	1	1	1	0	0	1	0	0
OTU395	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU396	176	117	84	32	53	90	57	111	30	84	105	43	116	49	57	130	40	83	80	86	37	87	0	0
OTU397	125	103	60	33	51	90	64	85	28	47	114	26	100	52	35	82	38	62	76	91	45	72	2	0
OTU398	58	55	40	16	29	45	19	51	10	22	61	14	45	32	25	56	17	49	52	35	20	37	1	0
OTU399	8	6	4	5	2	3	7	6	1	6	6	0	8	3	4	7	1	3	5	3	4	3	0	0
OTU400	3	3	0	2	2	0	1	3	1	3	1	2	2	2	0	5	2	2	6	4	0	2	0	0
OTU401	1	1	0	1	2	1	0	0	1	3	0	1	0	0	0	1	2	0	1	1	0	3	0	1
OTU402	1	1	0	0	0	2	0	0	1	1	2	0	0	0	1	0	1	0	0	2	0	0	0	0
OTU403	28	14	12	5	8	15	11	14	7	10	6	6	10	12	8	15	3	14	14	9	10	5	0	0
OTU404	13	4	2	0	2	9	4	4	3	5	7	3	10	2	1	6	2	7	7	4	1	4	0	0
OTU405	6	3	2	1	0	0	0	2	0	1	3	0	1	0	2	3	1	4	1	0	0	0	0	0
OTU406	2	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0
OTU407	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	2	0	0	0	0
OTU408	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU409	1	2	2	1	0	5	2	2	0	1	1	0	4	0	2	1	0	2	5	0	1	4	0	0
OTU410	24	11	13	1	8	30	9	24	10	14	22	9	18	6	21	10	7	19	13	19	15	11	0	0
OTU411	5	3	3	3	0	1	1	3	0	6	3	4	7	2	1	2	0	7	2	7	3	0	0	0
OTU412	4	8	3	2	2	2	0	9	3	5	7	2	4	3	3	3	2	0	4	3	3	2	0	1
OTU413	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU414	1	1	1	0	2	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0
OTU415	4	0	4	0	0	2	1	0	1	2	2	0	3	2	0	2	0	4	4	1	0	2	0	0
OTU416	9	6	2	1	4	5	2	5	2	6	9	3	9	4	3	5	1	2	6	9	3	4	0	0
OTU417	4	4	2	1	2	7	0	4	0	3	5	1	9	1	3	5	2	4	7	3	4	1	0	0
OTU418	1	4	2	1	1	0	0	0	0	0	1	0	1	1	1	2	0	1	1	0	1	0	0	0
OTU419	7	5	6	3	1	6	3	6	4	11	8	3	8	2	4	4	1	7	5	4	0	3	0	0
OTU420	4	2	2	0	1	1	1	2	0	0	2	0	3	0	0	0	0	1	1	1	0	0	0	0
OTU421	4	2	3	1	4	3	1	6	3	0	1	0	3	2	0	3	3	4	0	4	5	3	0	0
OTU422	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU423	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
OTU424	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU425	1	0	0	0	0	0	1	2	1	0	0	2	1	0	0	1	1	0	1	1	0	1	0	0
OTU426	1	1	2	0	1	0	1	0	0	1	1	1	0	0	2	1	0	0	0	0	2	0	0	0
OTU427	355	190	220	54	116	298	121	476	137	251	350	155	240	132	178	271	95	353	144	189	226	133	1	0
OTU428	180	101	126	20	67	139	44	189	73	128	145	78	82	49	62	139	52	160	46	76	103	67	0	1
OTU429	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU430	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU431	1	2	0	1	1	1	0	1	0	0	4	0	1	0	3	0	0	0	0	0	0	1	0	0
OTU432	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU433	1	0	4	0	0	1	1	2	1	1	3	0	1	0	0	1	0	0	0	2	0	2	0	0
OTU434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU435	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU436	61	37	51	13	16	43	14	108	15	67	91	21	60	16	34	45	28	40	24	46	25	30	1	0
OTU437	28	7	3	2	3	9	2	22	4	23	13	0	17	2	2	2	7	9	10	5	6	6	0	0
OTU438	3	5	4	0	2	1	5	11	4	4	5	1	4	0	2	8	0	3	2	3	2	0	0	0
OTU439	2	2	0	1	2	1	0	4	0	2	2	0	1	0	0	1	0	1	0	0	0	0	0	0
OTU440	2	2	2	1	0	3	1	5	0	1	1	0	0	2	0	1	2	1	2	1	1	2	0	0
OTU441	1	0	1	0	1	0	0	0	0	2	1	1	0	0	0	1	0	1	0	1	0	0	0	0
OTU442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU443	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU444	1	1	2	1	2	1	1	3	0	0	2	1	0	0	3	0	0	0	0	0	1	0	0	0
OTU445	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU446	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU447	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU449	28	22	62	6	28	37	15	47	21	81	87	33	15	25	49	71	13	35	15	51	19	40	1	0
OTU450	9	2	10	1	10	13	2	15	5	17	23	6	4	9	10	8	3	13	10	15	8	12	0	0
OTU451	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0
OTU452	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU453	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU454	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU455	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0
OTU456	18	9	27	5	14	19	9	28	7	28	34	6	15	17	20	26	6	21	7	59	12	28	0	0
OTU457	344	211	405	88	247	415	189	537	190	554	723	153	256	328	405	486	166	420	155	1256	256	414	0	2
OTU458	4	5	1	0	3	4	1	1	1	4	5	2	2	0	2	1	0	1	1	8	0	0	0	0
OTU459	3	1	0	0	3	2	3	1	2	4	1	1	2	0	5	1	2	1	1	1	3	4	0	0
OTU460	3	0	2	0	2	4	0	1	0	3	2	0	1	1	2	2	1	0	1	0	1	2	0	0
OTU461	3	0	3	1	1	1	0	3	1	5	3	0	2	0	4	2	2	2	0	3	0	2	0	0
OTU462	2	2	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	1	3	0	1	0	0
OTU463	2	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
OTU464	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU465	1	2	1	0	1	4	1	3	3	1	1	0	1	0	1	1	1	1	3	0	3	0	0	0
OTU466	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0
OTU467	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU468	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU469	336	256	302	124	173	221	91	225	169	101	214	176	190	110	118	160	76	182	205	286	150	181	0	3
OTU470	2	3	1	3	1	18	0	1	13	0	1	3	11	5	3	29	5	7	10	9	20	14	0	0
OTU471	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU472	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU473	41	21	18	10	18	44	7	26	12	9	22	29	18	4	34	16	8	29	17	16	16	45	0	0
OTU474	49	27	26	6	21	57	12	22	33	15	39	58	24	12	54	37	7	54	34	25	17	55	0	0
OTU475	87	70	31	22	49	41	42	63	17	29	67	35	68	14	48	66	5	30	74	54	31	100	0	1
OTU476	8	11	3	0	1	0	1	1	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0
OTU477	2	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	0	0	3	1	0	1	0	0
OTU478	1	0	0	0	0	2	0	1	1	0	0	3	0	1	0	0	0	2	1	0	1	1	0	0
OTU479	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU480	1	0	2	0	0	5	0	1	7	0	1	4	2	1	6	0	0	3	2	0	1	0	0	0
OTU481	13	4	5	1	3	7	1	9	2	6	15	6	14	3	2	11	2	5	6	5	1	9	0	0
OTU482	47	23	23	8	19	17	20	27	9	48	49	21	39	10	16	42	10	23	27	31	12	40	0	0
