OTU	r	p	c	o	f	g	s
OTU215	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CADEEN01	NA
OTU216	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CADEEN01	CADEEN01_sp022841885
OTU217	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CADEEN01	CADEEN01_sp029884035
OTU218	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CADEEN01	CADEEN01_sp902826345
OTU219	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAEUPI01	NA
OTU220	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAEUPI01	JAEUPI01_sp937871935
OTU221	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAEUPI01	JAEUPI01_sp026125795
OTU222	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAEUPI01	JAEUPI01_sp015075165
OTU223	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Schlegelella_A	NA
OTU224	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Schlegelella_A	Schlegelella_A_sp021414305
OTU225	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Schlegelella_A	Schlegelella_A_koreensis
OTU226	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Schlegelella_A	Schlegelella_A_sp017881025
OTU227	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Schlegelella_A	Schlegelella_A_sp025351025
OTU228	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Schlegelella_A	Schlegelella_A_sp003152055
OTU229	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum_A	NA
OTU230	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum_A	Noviherbaspirillum_A_soli
OTU231	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum_A	Noviherbaspirillum_A_sp019052805
OTU232	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum_A	Noviherbaspirillum_A_suwonense
OTU233	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella	NA
OTU234	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella	Ideonella_sp946479475
OTU235	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella	Ideonella_sp018780145
OTU236	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella	Ideonella_sp016213265
OTU237	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella	Ideonella_sp000333615
OTU238	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Piscinibacter	NA
OTU239	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Piscinibacter	Piscinibacter_sp016706565
OTU240	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Piscinibacter	Piscinibacter_aquaticus
OTU241	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	NA
OTU242	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	Zeimonas_sp001724315
OTU243	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	Zeimonas_arvi
OTU244	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Zeimonas	Zeimonas_sp937872345
OTU245	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hylemonella	NA
OTU246	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hylemonella	Hylemonella_sp020621965
OTU247	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	NA
OTU248	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia_glathei
OTU249	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia_choica
OTU250	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia_arationis
OTU251	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	NA
OTU252	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_sp012275575
OTU253	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_graminis
OTU254	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_caledonica
OTU255	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Methylibium	NA
OTU256	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Methylibium	Methylibium_sp902826655
OTU257	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Methylibium	Methylibium_sp013817345
OTU258	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Methylibium	Methylibium_sp001425905
OTU259	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Methylibium	Methylibium_petroleiphilum
OTU260	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lacisediminimonas	Lacisediminimonas_profundi
OTU261	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	LMDS01	NA
OTU262	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	LMDS01	LMDS01_sp025360945
OTU263	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	LMDS01	LMDS01_sp001425865
OTU264	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum	NA
OTU265	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum	Noviherbaspirillum_sp001428545
OTU266	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Noviherbaspirillum	Noviherbaspirillum_saxi
OTU267	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Albitalea	NA
OTU268	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Albitalea	Albitalea_sp021153565
OTU269	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Albitalea	Albitalea_sp029855045
OTU270	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Albitalea	Albitalea_terrae
OTU271	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	NA
OTU272	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter_spanius
OTU273	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter_sp002975275
OTU274	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter_sp001428845
OTU275	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter_deleyi_A
OTU276	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	NA
OTU277	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	Herminiimonas_sp030645555
OTU278	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	NA
OTU279	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium_commune
OTU280	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium_sp030652515
OTU281	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium_sp013822685
OTU282	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium_sp003963115
OTU283	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax_C	Rhodoferax_C_sp030697375
OTU284	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax_C	Rhodoferax_C_sp019449595
OTU285	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Quisquiliibacterium	Quisquiliibacterium_sp023384005
OTU286	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Quisquiliibacterium	Quisquiliibacterium_transsilvanicum
OTU287	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	NA
OTU288	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia_sp023389175
OTU289	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Curvibacter	Curvibacter_sp003987795
OTU290	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duganella	NA
OTU291	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duganella	Duganella_vulcania_A
OTU292	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Azohydromonas	NA
OTU293	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquincola	NA
OTU294	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquincola	Aquincola_tertiaricarbonis_B
OTU295	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquincola	Aquincola_sp937883885
OTU296	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	WAJ17	WAJ17_sp014174515
OTU297	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Undibacterium	NA
OTU298	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Undibacterium	Undibacterium_sp947464955
OTU299	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	UBA2334	UBA2334_sp030695205
OTU300	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	VBDL01	VBDL01_sp005884255
OTU301	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pusillimonas_A	NA
OTU302	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pusillimonas_A	Pusillimonas_A_maritima
OTU303	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pseudorhodoferax	Pseudorhodoferax_sp001422365
OTU304	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pseudorhodoferax	Pseudorhodoferax_soli
OTU305	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paucibacter	NA
OTU306	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PCRC01	PCRC01_sp017848435
OTU307	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PBB1	PBB1_sp030654805
OTU308	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	KK5	KK5_sp001984095
OTU309	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	NA
OTU310	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	Janthinobacterium_sp002797895
OTU311	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAUYVH01	JAUYVH01_sp030715135
OTU312	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	AHLZ01	AHLZ01_sp000244995
OTU313	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	SCMQ01	SCMQ01_sp005503335
OTU314	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax_B	NA
OTU315	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pseudorivibacter	Pseudorivibacter_rhizosphaerae
OTU316	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PHCI01	PHCI01_sp002842205
OTU317	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ottowia	Ottowia_sp017307865
OTU318	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Orrella	Orrella_sp023427085
OTU319	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Mitsuaria	NA
OTU320	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans	Limnohabitans_sp009921265
OTU321	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAUHHC01	JAUHHC01_sp030410485
OTU322	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAHIYE01	JAHIYE01_sp018815325
OTU323	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAGOCV01	JAGOCV01_sp017998575
OTU324	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JACCZX01	NA
OTU325	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ideonella_A	Ideonella_A_sakaiensis
OTU326	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Giesbergeria	Giesbergeria_sp023150295
OTU327	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Diaphorobacter_A	Diaphorobacter_A_sp937862875
OTU328	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Comamonas	NA
OTU329	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caldimonas	Caldimonas_thermodepolymerans
OTU330	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAISIP01	CAISIP01_sp027214345
OTU331	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CADEEH01	CADEEH01_sp902826305
OTU332	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquariibacter	Aquariibacter_albus
OTU333	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Algicoccus	Algicoccus_sp002422175
OTU334	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	NA	NA
OTU335	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-66-14	NA
OTU336	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-66-14	2-02-FULL-66-14_sp004298325
OTU337	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-66-14	2-02-FULL-66-14_sp004298295
OTU338	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-66-14	2-02-FULL-66-14_sp001770475
OTU339	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-66-14	2-02-FULL-66-14_sp001771975
OTU340	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	NA
OTU341	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	RBG-16-66-20_sp001770285
OTU342	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	RBG-16-66-20_sp945906765
OTU343	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	RBG-16-66-20_sp022844545
OTU344	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	RBG-16-66-20_sp009693345
OTU345	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	RBG-16-66-20_sp025358705
OTU346	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	RBG-16-66-20_sp016868105
OTU347	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	RBG-16-66-20	RBG-16-66-20_sp005240145
OTU348	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	NA
OTU349	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23_sp029266935
OTU350	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23_sp001772055
OTU351	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23_sp004297625
OTU352	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23_sp019509895
OTU353	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23_sp001644455
OTU354	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23_sp025929745
OTU355	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23_sp005881595
OTU356	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	NA
OTU357	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp021848555
OTU358	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp021847125
OTU359	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp016234705
OTU360	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp021811085
OTU361	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp017880745
OTU362	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp919902965
OTU363	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp014860445
OTU364	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp014860395
OTU365	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp014860355
OTU366	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp012274205
OTU367	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-64-23	2-12-FULL-64-23_sp001770575
OTU368	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JAABQT01	NA
OTU369	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JAABQT01	JAABQT01_sp029883975
OTU370	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JAABQT01	JAABQT01_sp011391295
OTU371	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JAABQT01	JAABQT01_sp029865405
OTU372	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JACQTO01	NA
OTU373	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JACQTO01	JACQTO01_sp016210745
OTU374	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	VBDM01	NA
OTU375	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	VBDM01	VBDM01_sp005884455
OTU376	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	VBDM01	VBDM01_sp005881575
OTU377	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-62-17	NA
OTU378	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-62-17	2-02-FULL-62-17_sp001770355
OTU379	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SZAS-79	NA
OTU380	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SZAS-79	SZAS-79_sp947482825
OTU381	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SZAS-79	SZAS-79_sp025352885
OTU382	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SZAS-79	SZAS-79_sp016713125
OTU383	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	CAIYPG01	NA
OTU384	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	CAIYPG01	CAIYPG01_sp016867955
OTU385	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JAABRB01	JAABRB01_sp011391185
OTU386	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	ZC4RG42	ZC4RG42_sp003242425
OTU387	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JADGRQ01	JADGRQ01_sp017880775
OTU388	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	DAHVFK01	DAHVFK01_sp027317055
OTU389	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	NA	NA
OTU390	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	NA
OTU391	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	Ga0077527_sp003820645
OTU392	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	Ga0077527_sp022841375
OTU393	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	Ga0077527_sp945863085
OTU394	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	Ga0077527_sp019744975
OTU395	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	Ga0077527_sp001464815
OTU396	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	NA
OTU397	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	DSOT01_sp001770325
OTU398	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	DSOT01_sp016199545
OTU399	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	DSOT01_sp001772005
OTU400	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	DSOT01_sp016202565
OTU401	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	DSOT01_sp946885605
OTU402	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	DSOT01	DSOT01_sp001771985
OTU403	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	NA
OTU404	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	SG8-41_sp016192825
OTU405	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	SG8-41_sp001771935
OTU406	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	SG8-41_sp016183675
OTU407	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	SG8-41_sp016177355
OTU408	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	SG8-41_sp020854035
OTU409	root	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	SG8-41_sp020028375
